id,name,introduction,code_list,url,img_url
cnn_michael-toppo,Michael Toppo,"Michael Toppo is the vice president and senior editorial director for CNN Digital, managing the video programming strategy for all of CNN's digital platforms. ",[],https://us.cnn.com/profiles/michael-toppo,https://cdn.cnn.com/cnnnext/dam/assets/150312123359-mike-toppo-image3-large-169.jpg
cnn_abbie-sharpe,Abbie Sharpe,"Abbie Sharpe is a producer for the Political Unit based in Washington, DC and works with Chief Political Correspondent Dana Bash.",[],https://us.cnn.com/profiles/abbie-sharpe,https://cdn.cnn.com/cnnnext/dam/assets/220209130917-abbie-sharpe-headshot-large-169.jpg
cnn_adam-thomas-profile,Adam Thomas,Adam Thomas is the Executive Producer of the weekend prime time edition of CNN Newsroom based at the network's global headquarters in Atlanta.,[],https://us.cnn.com/profiles/adam-thomas-profile,https://cdn.cnn.com/cnnnext/dam/assets/200324134242-adam-thomas-headshot-large-169.jpg
cnn_christi-scott,Christi Scott,Christi Scott is a writer/producer for CNN Newsroom.,"[{'code_type': 'twitter', 'code_content': 'https://twitter.com/christipocket'}]",https://us.cnn.com/profiles/christi-scott,https://cdn.cnn.com/cnnnext/dam/assets/191114135750-christi-scott-large-169.jpg
cnn_evan-mcmorris-santoro,Evan McMorris-Santoro,Evan McMorris-Santoro is a CNN Correspondent based in the network's New York bureau.,"[{'code_type': 'twitter', 'code_content': 'https://twitter.com/EvanMcS'}]",https://us.cnn.com/profiles/evan-mcmorris-santoro,https://cdn.cnn.com/cnnnext/dam/assets/200220154630-evan-mcmorris-santoro-large-169.jpg
cnn_joe-sutton,Joe Sutton,"Joe Sutton is an overnight news editor at CNN, and tackles newsgathering across the U.S. and Canada. ","[{'code_type': 'facebook', 'code_content': 'https://facebook.com/ItsJoeSutton'}, {'code_type': 'twitter', 'code_content': 'https://twitter.com/itsjoesutton'}, {'code_type': 'www.instagram', 'code_content': 'https://www.instagram.com/itsjoesutton'}]",https://us.cnn.com/profiles/joe-sutton,https://cdn.cnn.com/cnnnext/dam/assets/150108121625-joe-sutton-profile-large-169.jpg
cnn_lauren-moorhouse,Lauren Said-Moorhouse,"Lauren Said-Moorhouse is an award-winning senior producer covering Europe, the Middle East and Africa for CNN International. ","[{'code_type': 'twitter', 'code_content': 'https://twitter.com/laurenmoorhouse'}]",https://us.cnn.com/profiles/lauren-moorhouse,https://cdn.cnn.com/cnnnext/dam/assets/131008091716-lauren-said-moorhouse-large-169.jpg
cnn_jedd-rosche,Jedd Rosche,"Jedd Rosche is CNN Politics' Senior Congress Editor, capturing the top political news on Capitol Hill as it happens.","[{'code_type': 'twitter', 'code_content': 'https://twitter.com/jeddrosche'}]",https://us.cnn.com/profiles/jedd-rosche,https://cdn.cnn.com/cnnnext/dam/assets/141231145038-jedd-rosche-large-169.jpg
cnn_hilary-rosen-profile,Hilary  Rosen ,"Hilary Rosen is a Democratic strategist who serves as a political contributor for CNN, appearing across the network's programming and special political coverage.","[{'code_type': 'facebook', 'code_content': 'https://facebook.com/hilary.rosen'}, {'code_type': 'twitter', 'code_content': 'https://twitter.com/hilaryr'}]",https://us.cnn.com/profiles/hilary-rosen-profile,https://cdn.cnn.com/cnnnext/dam/assets/150723140205-hilary-rosen-large-169.jpg
cnn_pamela-steffey-profile,Pamela Steffey,Pamela Steffey is the Executive Producer of the weekend edition of CNN Newsroom based in the network's world headquarters in Atlanta. ,[],https://us.cnn.com/profiles/pamela-steffey-profile,https://cdn.cnn.com/cnnnext/dam/assets/200324135450-pamela-steffey-headshot-large-169.jpg
cnn_isabel-rosales-profile,Isabel Rosales,"Isabel Rosales is a national correspondent for CNN Newsource based in Washington, D.C. ",[],https://us.cnn.com/profiles/isabel-rosales-profile,https://cdn.cnn.com/cnnnext/dam/assets/220306142755-isabel-rosales-large-169.jpg
cnn_helen-regan,Helen Regan,Helen Regan is a Senior Producer for CNN Digital Worldwide based in Hong Kong. ,"[{'code_type': 'twitter', 'code_content': 'https://twitter.com/hcregan'}]",https://us.cnn.com/profiles/helen-regan,https://cdn.cnn.com/cnnnext/dam/assets/190610134130-helen-regan-large-169.jpg
cnn_deborah-rayner-profile,Deborah Rayner,Deborah Rayner is Senior Vice President of International Newsgathering for TV and Digital at CNN International. ,[],https://us.cnn.com/profiles/deborah-rayner-profile,https://cdn.cnn.com/cnnnext/dam/assets/171219162919-deborah-rayner-profile-photo-large-169.jpg
cnn_majlie-de-puy-kamp,Majlie de Puy Kamp,Majlie de Puy Kamp is an investigative reporter for CNN in New York.,"[{'code_type': 'twitter', 'code_content': 'https://twitter.com/MajliedePuyKamp'}, {'code_type': 'www.linkedin', 'code_content': 'https://www.linkedin.com/in/majlie'}]",https://us.cnn.com/profiles/majlie-de-puy-kamp,https://cdn.cnn.com/cnnnext/dam/assets/190731231643-majlie-de-puy-kamp-profile-photo-large-169.jpg
cnn_yon-pomrenze,Yon Pomrenze,Yon Pomrenze is a Reporter and Producer for CNN's New York Bureau.,"[{'code_type': 'twitter', 'code_content': 'https://twitter.com/@yonpom'}]",https://us.cnn.com/profiles/yon-pomrenze,https://cdn.cnn.com/cnnnext/dam/assets/171220104126-yon-pomrenze-profile-photo-large-169.jpg
cnn_katie-polglase,Katie Polglase,Katie Polglase is an Investigative Researcher based at CNN's London Bureau.,"[{'code_type': 'twitter', 'code_content': 'https://twitter.com/@katie_polglase'}]",https://us.cnn.com/profiles/katie-polglase,https://cdn.cnn.com/cnnnext/dam/assets/150212224154-anchor-background-large-169.jpg
cnn_jeff-simon,Jeff Simon,Jeff Simon is a producer for CNN covering national politics and elections.,"[{'code_type': 'twitter', 'code_content': 'https://twitter.com/jjsimonCNN'}, {'code_type': 'www.instagram', 'code_content': 'https://www.instagram.com/_jjsimon_'}]",https://us.cnn.com/profiles/jeff-simon,https://cdn.cnn.com/cnnnext/dam/assets/141231160949-jeff-simon-large-169.jpg
cnn_katelyn-polantz-profile,Katelyn  Polantz,"Katelyn Polantz is a reporter based in Washington, DC. She joined the network in 2017 to cover Justice and crime, with a focus on court actions.","[{'code_type': 'twitter', 'code_content': 'https://twitter.com/kpolantz'}]",https://us.cnn.com/profiles/katelyn-polantz-profile,https://cdn.cnn.com/cnnnext/dam/assets/180628173556-katelyn-polantz-large-169.jpg
cnn_eric-sherling-profile,Eric Sherling ,"Eric Sherling is CNN's Senior Vice President of Washington and Special Events Programming. He oversees the network's weekday early evening programming block, including The Situation Room with Wolf Blitzer and The Lead with Jake Tapper. ",[],https://us.cnn.com/profiles/eric-sherling-profile,https://cdn.cnn.com/cnnnext/dam/assets/140926162705-eric-sherling-profile-image-large-169.jpg
cnn_devon-sayers,Devon M. Sayers,"Devon M. Sayers is a Senior Field Producer based at the network's global headquarters in Atlanta, Georgia.","[{'code_type': 'twitter', 'code_content': 'https://twitter.com/devonmsayers'}]",https://us.cnn.com/profiles/devon-sayers,https://cdn.cnn.com/cnnnext/dam/assets/170824180840-devon-sayers-large-169.jpg
cnn_ed-payne,Ed Payne,"News Desk Editor at CNN Digital, covering everything the world has to offer.  On Twitter, I'm @EdPayneCNN and @TheDailyHound.  Contact me at:  ","[{'code_type': 'facebook', 'code_content': 'https://facebook.com//CNNEdPayne'}, {'code_type': 'twitter', 'code_content': 'https://twitter.com//EdPayneCNN'}, {'code_type': 'www.linkedin', 'code_content': 'https://www.linkedin.com/in//edwardtpayne92'}]",https://us.cnn.com/profiles/ed-payne,https://cdn.cnn.com/cnnnext/dam/assets/140926161911-ed-payne-profile-image-large-169.jpg
cnn_chris-nguyen-profile,Chris Nguyen ,"Chris Nguyen is a national correspondent for CNN Newsource based in Washington, D.C. ",[],https://us.cnn.com/profiles/chris-nguyen-profile,https://cdn.cnn.com/cnnnext/dam/assets/220218121503-chris-nguyen-large-169.jpg
cnn_pervaiz-shallwani,Pervaiz Shallwani,Pervaiz Shallwani is a Senior Editor overseeing investigations and enterprise stories in New York.,[],https://us.cnn.com/profiles/pervaiz-shallwani,https://cdn.cnn.com/cnnnext/dam/assets/200220160404-pervaiz-shallwani-large-169.jpg
cnn_courtney-sexton,Courtney Sexton,"Courtney Sexton is senior vice president for CNN Films. She is based in Los Angeles, California.  ",[],https://us.cnn.com/profiles/courtney-sexton,https://cdn.cnn.com/cnnnext/dam/assets/200227164745-courtney-sexton-profile-large-169.jpg
cnn_john-newsome,John Newsome,"John Newsome is a News Editor on CNN's National Desk, where he pursues, develops, and reports breaking stories from across the United States. ","[{'code_type': 'facebook', 'code_content': 'https://facebook.com/johnnewsome'}, {'code_type': 'twitter', 'code_content': 'https://twitter.com/jnewsome'}, {'code_type': 'www.linkedin', 'code_content': 'https://www.linkedin.com/in//johnfnewsome'}, {'code_type': 'johnnewsome.tumblr', 'code_content': 'https://johnnewsome.tumblr.com'}]",https://us.cnn.com/profiles/john-newsome,https://cdn.cnn.com/cnnnext/dam/assets/150108112621-john-newsome-profile-image-large-169.jpg
cnn_pete-muntean,Pete Muntean,"Pete Muntean is a CNN correspondent based in Washington, D.C. A pilot and flight instructor, he covers aviation and transportation as well as general assignment stories for the network.",[],https://us.cnn.com/profiles/pete-muntean,https://cdn.cnn.com/cnnnext/dam/assets/220208113110-pete-muntean-headshot-large-169.jpg
cnn_alberto-moya-profile,Alberto Moya,"Alberto Moya is a Regional Newsgathering Director of CNN's West and Midwest regional bureau, based out of Los Angeles.",[],https://us.cnn.com/profiles/alberto-moya-profile,https://cdn.cnn.com/cnnnext/dam/assets/200717122610-alberto-moya-profile-v2-large-169.jpg
cnn_samira-said,Samira Said,"Samira Said is a Field Producer and News Editor for CNN, based at CNN's worldwide headquarters in Atlanta. ",[],https://us.cnn.com/profiles/samira-said,https://cdn.cnn.com/cnnnext/dam/assets/181022115911-samira-said-large-169.jpg
cnn_cheri-mossburg,Cheri Mossburg,Cheri is a Senior News Editor based in the network's Los Angeles bureau with a focus on all things California.,[],https://us.cnn.com/profiles/cheri-mossburg,https://cdn.cnn.com/cnnnext/dam/assets/220218162901-cheri-mossburg-large-169.jpg
cnn_jeremy-moorhead,Jeremy Moorhead,Jeremy Moorhead is a producer for CNN Politics where he takes an artistic approach to capturing moments through photojournalism. ,"[{'code_type': 'twitter', 'code_content': 'https://twitter.com/jmoorheadcnn'}]",https://us.cnn.com/profiles/jeremy-moorhead,https://cdn.cnn.com/cnnnext/dam/assets/150617111713-jeremy-moorhead-profile-large-169.jpg
cnn_sarah-moon,Sarah Moon,Sarah Moon is a Producer for CNN's Los Angeles Bureau.,"[{'code_type': 'twitter', 'code_content': 'https://twitter.com/@sarahmooncnn'}]",https://us.cnn.com/profiles/sarah-moon,https://cdn.cnn.com/cnnnext/dam/assets/220218160110-sarah-moon-profile-large-169.jpg
cnn_sugam-pokharel,Sugam Pokharel,"Sugam Pokharel is a CNN International news desk editor and producer, based at the network's headquarters in Atlanta. ","[{'code_type': 'twitter', 'code_content': 'https://twitter.com/SugamCNN'}, {'code_type': 'www.instagram', 'code_content': 'https://www.instagram.com/sugamcnn'}]",https://us.cnn.com/profiles/sugam-pokharel,https://cdn.cnn.com/cnnnext/dam/assets/200730104954-sugam-pokharel-profile-large-169.jpg
cnn_veronica-molina,Veronica Molina,"Veronica Molina is Senior Vice President of News Standards & Practices at CNN Worldwide, upholding CNN's brand, journalism standards, and editorial independence. ",[],https://us.cnn.com/profiles/veronica-molina,https://cdn.cnn.com/cnnnext/dam/assets/211019111420-veronica-molina-large-169.jpg
cnn_brandon-miller,Brandon Miller,"Brandon Miller is a meteorologist, supervising weather producer and CNN's Climate Crisis Beat leader. ","[{'code_type': 'twitter', 'code_content': 'https://twitter.com/@brandonCNN'}]",https://us.cnn.com/profiles/brandon-miller,https://cdn.cnn.com/cnnnext/dam/assets/211026094615-brandon-miller-large-169.jpg
cnn_rebekah-metzler,Rebekah Metzler,"Rebekah Metzler is a senior White House editor for CNN Politics, where she leads CNN's White House team's digital coverage of the Trump presidency, working across CNN teams to cover the one of the most challenging and compelling stories in politics.","[{'code_type': 'twitter', 'code_content': 'https://twitter.com/rebekahmetzler'}]",https://us.cnn.com/profiles/rebekah-metzler,https://cdn.cnn.com/cnnnext/dam/assets/141231161729-rebekah-metzler-large-169.jpg
cnn_rachel-metz,Rachel Metz,"Rachel Metz is a senior writer for CNN Business based in San Francisco, California, where she covers artificial intelligence, virtual reality, and augmented reality. ","[{'code_type': 'twitter', 'code_content': 'https://twitter.com/rachelmetz'}]",https://us.cnn.com/profiles/rachel-metz,https://cdn.cnn.com/cnnnext/dam/assets/191218112325-rachel-metz-profile-large-169.jpg
cnn_taylor-romine-profile,Taylor Romine,Taylor Romine is an assignment editor based out of CNN's New York Bureau covering stories across the Northeast and voting rights.  ,[],https://us.cnn.com/profiles/taylor-romine-profile,https://cdn.cnn.com/cnnnext/dam/assets/150212224154-anchor-background-large-169.jpg
cnn_don-melvin,Don Melvin,"Don Melvin is a news desk editor with the CNN Digital News team in London. He reports, writes, edits and publishes news stories on mobile, social and desktop.",[],https://us.cnn.com/profiles/don-melvin,https://cdn.cnn.com/cnnnext/dam/assets/150716184214-don-melvin-large-169.jpg
cnn_eliott-c-mclaughlin-profile,Eliott C. McLaughlin,"Since 2005 Eliott has served as writer, producer, field reporter, newsdesk editor and Southeast Bureau liaison. He's now a CNN Digital senior writer.","[{'code_type': 'facebook', 'code_content': 'https://facebook.com/eliottcnn'}, {'code_type': 'twitter', 'code_content': 'https://twitter.com/ByEliott'}, {'code_type': 'www.instagram', 'code_content': 'https://www.instagram.com/eliottmc'}]",https://us.cnn.com/profiles/eliott-c-mclaughlin-profile,https://cdn.cnn.com/cnnnext/dam/assets/140926161940-eliott-mclaughlin-profile-image-large-169.jpg
cnn_christi-parsons,Christi Parsons,"Christi Parsons is an assistant managing editor at CNN, where she leads enterprise reporting in the Washington, D.C. bureau.",[],https://us.cnn.com/profiles/christi-parsons,https://cdn.cnn.com/cnnnext/dam/assets/150212224154-anchor-background-large-169.jpg
cnn_michael-martinez,Michael Martinez,The world is my canvas. I traveled the globe and learned this: All stories begin and end with people.,"[{'code_type': 'facebook', 'code_content': 'https://facebook.com/michaelmartinez.here'}, {'code_type': 'twitter', 'code_content': 'https://twitter.com/@mmartinezcnn'}]",https://us.cnn.com/profiles/michael-martinez,https://cdn.cnn.com/cnnnext/dam/assets/140929110009-michael-martinez-profile-image-large-169.jpg
cnn_christina-manduley-profile,Christina Manduley,Christina Manduley is a Senior Producer for CNN's special programming team. ,"[{'code_type': 'twitter', 'code_content': 'https://twitter.com/cmanduley'}]",https://us.cnn.com/profiles/christina-manduley-profile,https://cdn.cnn.com/cnnnext/dam/assets/180515150152-christina-manduley-headshot-large-169.jpg
cnn_sean-lyngaas,Sean Lyngaas,Sean Lyngaas is CNN's cybersecurity reporter.,"[{'code_type': 'twitter', 'code_content': 'https://twitter.com/snlyngaas'}]",https://us.cnn.com/profiles/sean-lyngaas,https://cdn.cnn.com/cnnnext/dam/assets/150212224154-anchor-background-large-169.jpg
cnn_ashley-lusk,Ashley Lusk,Ashley Lusk is the Head of Audience Strategy for podcasts and audio at CNN. ,[],https://us.cnn.com/profiles/ashley-lusk,https://cdn.cnn.com/cnnnext/dam/assets/200526094457-ashley-lusk-large-169.jpg
cnn_kate-lunger,Kate Lunger,"Kate Lunger is VP of CNN's Special Events team, responsible for special event programming and breaking news television production for CNN Worldwide. ",[],https://us.cnn.com/profiles/kate-lunger,https://cdn.cnn.com/cnnnext/dam/assets/190612113343-kate-lunger-large-169.jpg
cnn_barry-neild,Barry Neild,"Barry Neild is the Global Editor for CNN Travel, supervising all travel-related content across CNN's digital products. ",[],https://us.cnn.com/profiles/barry-neild,https://cdn.cnn.com/cnnnext/dam/assets/161218231100-barry-photo-large-169.jpg
cnn_daniel-lewis-profile,Daniel Lewis,Daniel Lewis is a Producer II with CNN Digital.,[],https://us.cnn.com/profiles/daniel-lewis-profile,https://cdn.cnn.com/cnnnext/dam/assets/150421150322-daniel-lewis-profile-image-large-169.jpg
cnn_brad-lendon,Brad Lendon,"Brad Lendon is the Senior Global Military Affairs Writer for CNN Digital Worldwide, based in Seoul, South Korea. ","[{'code_type': 'facebook', 'code_content': 'https://facebook.com/cnn'}, {'code_type': 'www.linkedin', 'code_content': 'https://www.linkedin.com/in/brad-lendon-9a806b4'}]",https://us.cnn.com/profiles/brad-lendon,https://cdn.cnn.com/cnnnext/dam/assets/200717084646-brad-lendon-background-large-169.jpg
cnn_christopher-lett,Christopher Lett,Christopher Lett is a Field Producer based in Atlanta. He comes to CNN from AmeriCorps VISTA.    ,[],https://us.cnn.com/profiles/christopher-lett,https://cdn.cnn.com/cnnnext/dam/assets/170824161351-christopher-lett-large-169.jpg
cnn_lauren-lee-johnson,Lauren Lee,Lauren Lee is a Producer with CNN Special Projects. Lauren graduated from Kent State University with a B.S. in broadcast journalism. ,"[{'code_type': 'facebook', 'code_content': 'https://facebook.com/Lauren Lee'}, {'code_type': 'twitter', 'code_content': 'https://twitter.com/@LaurenLeeTV'}, {'code_type': 'www.instagram', 'code_content': 'https://www.instagram.com/@LaurenLeeTV'}]",https://us.cnn.com/profiles/lauren-lee-johnson,https://cdn.cnn.com/cnnnext/dam/assets/151116100744-lauren-lee-johnson-large-169.jpg
cnn_ellana-lee-profile,Ellana Lee,"Ellana Lee is Senior Vice President & Managing Editor, Asia Pacific, for CNN International, and Global Head of Features Content, based in Hong Kong. ",[],https://us.cnn.com/profiles/ellana-lee-profile,https://cdn.cnn.com/cnnnext/dam/assets/161213134958-ellana-lee-profile-large-169.jpg
cnn_jim-murphy-profile,Jim  Murphy,Jim Murphy is Senior Vice President of Programming for CNN. He previously served as Vice President of Morning Programming for CNN and Senior Executive Producer of Early Start and New Day. ,[],https://us.cnn.com/profiles/jim-murphy-profile,https://cdn.cnn.com/cnnnext/dam/assets/151022163557-jim-murphy-profile-large-169.jpg
cnn_mark-lebien-profile,Mark LeBien,"Mark LeBien is a senior assignment editor for CNN Digital in Atlanta, specializing in breaking news coverage. ",[],https://us.cnn.com/profiles/mark-lebien-profile,https://cdn.cnn.com/cnnnext/dam/assets/171030124236-mark-lebien-large-169.jpg
cnn_ivana-kottasova,Ivana Kottasová,Ivana Kottasová is a London-based digital news producer at CNN International.,"[{'code_type': 'twitter', 'code_content': 'https://twitter.com/IvanaKottasova'}]",https://us.cnn.com/profiles/ivana-kottasova,https://cdn.cnn.com/cnnnext/dam/assets/141215155838-ivana-kottasova-profile-image-large-169.jpg
cnn_vivian-kuo,Vivian Kuo,Vivian Kuo is Director of Coverage for CNN/U.S. based at the network's global headquarters in Atlanta.,"[{'code_type': 'twitter', 'code_content': 'https://twitter.com/@CNNVivian'}]",https://us.cnn.com/profiles/vivian-kuo,https://cdn.cnn.com/cnnnext/dam/assets/150123134941-vivian-kuo-profile-large-169.jpg
cnn_sarah-letrent,Sarah LeTrent,"Sarah LeTrent is the Digital Producer for CNN Original Series and Films. Previously, she was a writer/producer for CNN Digital's Features team.","[{'code_type': 'twitter', 'code_content': 'https://twitter.com/SarahLeTrent'}]",https://us.cnn.com/profiles/sarah-letrent,https://cdn.cnn.com/cnnnext/dam/assets/140929114034-sarah-latrent-profile-image-large-169.jpg
cnn_ashley-killough,Ashley Killough,Ashley Killough is a field producer for CNN based in Dallas. ,"[{'code_type': 'twitter', 'code_content': 'https://twitter.com/KilloughCNN'}, {'code_type': 'www.instagram', 'code_content': 'https://www.instagram.com/ashkillough'}]",https://us.cnn.com/profiles/ashley-killough,https://cdn.cnn.com/cnnnext/dam/assets/141231151425-ashley-killough-large-169.jpg
cnn_ed-meagher-profile,Ed Meagher,Ed Meagher is the Weekend Programming Manager based at the network's global headquarters in Atlanta.,"[{'code_type': 'twitter', 'code_content': 'https://twitter.com/EdCNN'}]",https://us.cnn.com/profiles/ed-meagher-profile,https://cdn.cnn.com/cnnnext/dam/assets/200324114703-ed-meagher-headshot-large-169.jpg
cnn_emiko-jozuka,Emiko Jozuka,"Emiko Jozuka is a Field Producer for CNN, based in the network's Tokyo bureau. ","[{'code_type': 'twitter', 'code_content': 'https://twitter.com/@emijozuka'}]",https://us.cnn.com/profiles/emiko-jozuka,https://cdn.cnn.com/cnnnext/dam/assets/170914103605-emiko-large-169.jpg
cnn_sonia-moghe,Sonia Moghe,Sonia Moghe is a reporter in CNN's New York bureau specializing in stories about crime and justice.,[],https://us.cnn.com/profiles/sonia-moghe,https://cdn.cnn.com/cnnnext/dam/assets/171220104901-sonia-moghe-profile-picturer-large-169.jpg
cnn_steven-jiang,Steven Jiang,"Steven Jiang is the Beijing Bureau Chief for CNN International, responsible for overseeing the network's coverage of China and its operations in the country. ","[{'code_type': 'twitter', 'code_content': 'https://twitter.com/StevenCNN'}, {'code_type': 'www.instagram', 'code_content': 'https://www.instagram.com/thestevenjiang'}]",https://us.cnn.com/profiles/steven-jiang,https://cdn.cnn.com/cnnnext/dam/assets/210916091843-steven-jiang-large-169.jpg
cnn_marnie-hunter,Marnie Hunter,Marnie Hunter is a features editor who specializes in travel.,[],https://us.cnn.com/profiles/marnie-hunter,https://cdn.cnn.com/cnnnext/dam/assets/140929104935-marnie-hunter-profile-image-large-169.jpg
cnn_katie-hunt,Katie Hunt,"Katie Hunt writes about science and health for CNN Digital based in London.  She was previously a senior digital producer in Hong Kong, where she led coverage of China.","[{'code_type': 'twitter', 'code_content': 'https://twitter.com/KatieHunt20'}]",https://us.cnn.com/profiles/katie-hunt,https://cdn.cnn.com/cnnnext/dam/assets/141217021344-katie-hunt-large-169.jpg
cnn_lilit-marcus,Lilit Marcus,Lilit Marcus is a Travel Producer for CNN Digital Worldwide. ,"[{'code_type': 'twitter', 'code_content': 'https://twitter.com/lilitmarcus'}, {'code_type': 'www.instagram', 'code_content': 'https://www.instagram.com/lilitgoes'}]",https://us.cnn.com/profiles/lilit-marcus,https://cdn.cnn.com/cnnnext/dam/assets/170706145624-lilit-marcus-large-169.jpg
cnn_rick-lewchuk-profile,Rick Lewchuk,Rick Lewchuk is SVP of Creative Marketing and Brand Standards for CNN Worldwide,[],https://us.cnn.com/profiles/rick-lewchuk-profile,https://cdn.cnn.com/cnnnext/dam/assets/210303140322-rick-lewchuk-profile-large-169.jpg
cnn_tim-hume,Tim Hume,"Tim Hume writes and reports out of London, focusing on Europe and the Middle East. Got a story? Email tim.hume@cnn.com or find him on Twitter: ","[{'code_type': 'twitter', 'code_content': 'https://twitter.com/tim_hume'}]",https://us.cnn.com/profiles/tim-hume,https://cdn.cnn.com/cnnnext/dam/assets/141217155250-tim-hume-profile-large-169.jpg
cnn_julia-hollingsworth,Julia Hollingsworth,"Julia Hollingsworth is a Senior Producer for CNN Digital Worldwide, based in Hong Kong. She writes about the Asia-Pacific region with a focus on feature stories.","[{'code_type': 'twitter', 'code_content': 'https://twitter.com/juliaholli'}]",https://us.cnn.com/profiles/julia-hollingsworth,https://cdn.cnn.com/cnnnext/dam/assets/190610134353-julia-hollingsworth-large-169.jpg
cnn_matthew-hilk,Matthew Hilk,Matthew Hilk is the Vice President of News and Managing Editor of CNN/U.S. ,[],https://us.cnn.com/profiles/matthew-hilk,https://cdn.cnn.com/cnnnext/dam/assets/190627135737-matthew-hilk-headshot-large-169.jpg
cnn_katia-hetter,Katia Hetter,Senior Editor Katia Hetter oversees the CNN Digital Science and Wellness team.,"[{'code_type': 'twitter', 'code_content': 'https://twitter.com/katiahetter'}]",https://us.cnn.com/profiles/katia-hetter,https://cdn.cnn.com/cnnnext/dam/assets/141202155108-katia-hetter-profile-large-169.jpg
cnn_sergio-hernandez,Sergio Hernandez,Sergio Hernandez is CNN's data editor.,"[{'code_type': 'twitter', 'code_content': 'https://twitter.com/cerealcommas'}, {'code_type': 'www.linkedin', 'code_content': 'https://www.linkedin.com/in/cerealcommas'}]",https://us.cnn.com/profiles/sergio-hernandez,https://cdn.cnn.com/cnnnext/dam/assets/161023145837-sergio-hernandez-profile-photo-large-169.jpg
cnn_erica-henry,Erica Henry ,"Erica Henry is Vice President of News, where she oversees management of the Newsgathering Southeast regional team.","[{'code_type': 'twitter', 'code_content': 'https://twitter.com/@ericacnn'}]",https://us.cnn.com/profiles/erica-henry,https://cdn.cnn.com/cnnnext/dam/assets/150804140339-erica-henry-large-169.jpg
cnn_andrew-kaczynski,Andrew Kaczynski,"Andrew Kaczynski is the senior editor and founding member of CNN's KFile — the leading investigation team for the social, mobile generation. ","[{'code_type': 'twitter', 'code_content': 'https://twitter.com/KFILE'}]",https://us.cnn.com/profiles/andrew-kaczynski,https://cdn.cnn.com/cnnnext/dam/assets/190128192925-andrew-kaczynski-headshot-large-169.jpg
cnn_blathnaid-healy,Blathnaid Healy,"Blathnaid Healy is Senior Director EMEA, CNN Digital International, based in the London bureau. ","[{'code_type': 'twitter', 'code_content': 'https://twitter.com/blathnaidhealy'}, {'code_type': 'www.linkedin', 'code_content': 'https://www.linkedin.com/in/blathnaid-healy-5a77a01'}]",https://us.cnn.com/profiles/blathnaid-healy,https://cdn.cnn.com/cnnnext/dam/assets/180626132224-blathnaid-healy-profile-large-169.jpg
cnn_eric-hall-profile,Eric  Hall,Eric Hall is the Executive Producer of CNN Newsroom with Brooke Baldwin (2-4pm ET) and CNN Right Now with Brianna Keilar (1-2pm ET). ,[],https://us.cnn.com/profiles/eric-hall-profile,https://cdn.cnn.com/cnnnext/dam/assets/200326102930-eric-hall-headshot-large-169.jpg
cnn_sonya-hamasaki,Sonya Hamasaki,"Sonya Hamasaki is a newsgathering producer based in Los Angeles, helping outlook breaking news coverage across the Western and Central regions of the U.S. ",[],https://us.cnn.com/profiles/sonya-hamasaki,https://cdn.cnn.com/cnnnext/dam/assets/220218165914-sonya-hamasaki-large-169.jpg
cnn_jamie-gumbrecht,Jamie Gumbrecht,Jamie Gumbrecht is a supervising editor for CNN Health,"[{'code_type': 'twitter', 'code_content': 'https://twitter.com/jamieg'}]",https://us.cnn.com/profiles/jamie-gumbrecht,https://cdn.cnn.com/cnnnext/dam/assets/140926164114-jamie-gumbrecht-profile-image-large-169.jpg
cnn_omar-jimenez,Omar Jimenez ,Omar Jimenez is a CNN Correspondent based in Chicago. ,"[{'code_type': 'twitter', 'code_content': 'https://twitter.com/OmarJimenez'}]",https://us.cnn.com/profiles/omar-jimenez,https://cdn.cnn.com/cnnnext/dam/assets/170919104145-omarjimenezhs-large-169.jpg
cnn_brandon-griggs,Brandon Griggs,"Brandon Griggs is a Senior Editor with CNN Digital, overseeing coverage of culture, race, religion and immigration.",[],https://us.cnn.com/profiles/brandon-griggs,https://cdn.cnn.com/cnnnext/dam/assets/140926154319-brandon-griggs-profile-image-large-169.jpg
cnn_jason-kwok,Jason Kwok,"Jason Kwok is an Associate Creative Director for CNN Digital, based in Hong Kong.",[],https://us.cnn.com/profiles/jason-kwok,https://cdn.cnn.com/cnnnext/dam/assets/141229141310-jason-kwok-profile-large-169.jpg
cnn_sandra-gonzalez,Sandra Gonzalez,"Sandra Gonzalez is a senior entertainment editor for CNN, primarily covering television and film news, trends and features out of the Los Angeles bureau.","[{'code_type': 'twitter', 'code_content': 'https://twitter.com/TheSandraG'}]",https://us.cnn.com/profiles/sandra-gonzalez,https://cdn.cnn.com/cnnnext/dam/assets/170619101431-sandra-gonzalez-large-169.jpg
cnn_zahra-jamshed,Zahra Jamshed ,Zahra Jamshed is a Features Producer for CNN based at the network's Asia-Pacific headquarters in Hong Kong.,"[{'code_type': 'facebook', 'code_content': 'https://facebook.com/zahra.jamshed'}, {'code_type': 'twitter', 'code_content': 'https://twitter.com/zahra_jamshed'}, {'code_type': 'www.linkedin', 'code_content': 'https://www.linkedin.com/in/zahra-jamshed-01123b49'}, {'code_type': 'www.instagram', 'code_content': 'https://www.instagram.com/zee_jammin'}]",https://us.cnn.com/profiles/zahra-jamshed,https://cdn.cnn.com/cnnnext/dam/assets/171213122311-zahra-jamshed-large-169.jpg
